,ds,location,Area_Marla,bedrooms,bathrooms,yhat
2372,2022-06-08,"D-12, Islamabad",20.0,9,9,78916535.0688163
2373,2022-06-09,"D-12, Islamabad",20.0,9,9,106909033.9324496
2374,2022-06-10,"D-12, Islamabad",20.0,9,9,101516938.40938061
2375,2022-06-11,"D-12, Islamabad",20.0,9,9,115318936.29252385
2376,2022-06-12,"D-12, Islamabad",20.0,9,9,75732487.24306351
2377,2022-06-13,"D-12, Islamabad",20.0,9,9,77881134.31098786
2378,2022-06-14,"D-12, Islamabad",20.0,9,9,112064284.80353318
2379,2022-06-15,"D-12, Islamabad",20.0,9,9,77466966.04989271
2380,2022-06-16,"D-12, Islamabad",20.0,9,9,105459464.91350672
2381,2022-06-17,"D-12, Islamabad",20.0,9,9,100067369.39040682
2382,2022-06-18,"D-12, Islamabad",20.0,9,9,113869367.27344817
2383,2022-06-19,"D-12, Islamabad",20.0,9,9,74282918.22420532
2384,2022-06-20,"D-12, Islamabad",20.0,9,9,76431565.29214424
2385,2022-06-21,"D-12, Islamabad",20.0,9,9,110614715.78461364
2386,2022-06-22,"D-12, Islamabad",20.0,9,9,76017397.03103039
2387,2022-06-23,"D-12, Islamabad",20.0,9,9,104009895.89458731
2388,2022-06-24,"D-12, Islamabad",20.0,9,9,98617800.3714909
2389,2022-06-25,"D-12, Islamabad",20.0,9,9,112419798.25467345
2390,2022-06-26,"D-12, Islamabad",20.0,9,9,72833349.20516734
2391,2022-06-27,"D-12, Islamabad",20.0,9,9,74981996.27309296
2392,2022-06-28,"D-12, Islamabad",20.0,9,9,109165146.76561609
2393,2022-06-29,"D-12, Islamabad",20.0,9,9,74567828.01203313
2394,2022-06-30,"D-12, Islamabad",20.0,9,9,102560326.87558772
2395,2022-07-01,"D-12, Islamabad",20.0,9,9,97168231.352575
2396,2022-07-02,"D-12, Islamabad",20.0,9,9,110970229.23569044
2397,2022-07-03,"D-12, Islamabad",20.0,9,9,71383780.18634745
2398,2022-07-04,"D-12, Islamabad",20.0,9,9,73532427.25424932
2399,2022-07-05,"D-12, Islamabad",20.0,9,9,107715577.74677458
2400,2022-07-06,"D-12, Islamabad",20.0,9,9,73118258.99310957
2401,2022-07-07,"D-12, Islamabad",20.0,9,9,101110757.8566683
2402,2022-07-08,"D-12, Islamabad",20.0,9,9,95718662.33365913
2403,2022-07-09,"D-12, Islamabad",20.0,9,9,109520660.21680012
2404,2022-07-10,"D-12, Islamabad",20.0,9,9,69934211.1673095
2405,2022-07-11,"D-12, Islamabad",20.0,9,9,72082858.23520774
2406,2022-07-12,"D-12, Islamabad",20.0,9,9,106266008.72777697
2407,2022-07-13,"D-12, Islamabad",20.0,9,9,71668689.97414915
2408,2022-07-14,"D-12, Islamabad",20.0,9,9,99661188.83772542
2409,2022-07-15,"D-12, Islamabad",20.0,9,9,94269093.31468531
2410,2022-07-16,"D-12, Islamabad",20.0,9,9,108071091.19784005
2411,2022-07-17,"D-12, Islamabad",20.0,9,9,68484642.1482715
2412,2022-07-18,"D-12, Islamabad",20.0,9,9,70633289.2162603
2413,2022-07-19,"D-12, Islamabad",20.0,9,9,104816439.70883758
2414,2022-07-20,"D-12, Islamabad",20.0,9,9,70219120.95518872
2415,2022-07-21,"D-12, Islamabad",20.0,9,9,98211619.81880601
2416,2022-07-22,"D-12, Islamabad",20.0,9,9,92819524.29576217
2417,2022-07-23,"D-12, Islamabad",20.0,9,9,106621522.17894968
2418,2022-07-24,"D-12, Islamabad",20.0,9,9,67035073.12934256
2419,2022-07-25,"D-12, Islamabad",20.0,9,9,69183720.19731283
2420,2022-07-26,"D-12, Islamabad",20.0,9,9,103366870.68984003
2421,2022-07-27,"D-12, Islamabad",20.0,9,9,68769551.93628958
2422,2022-07-28,"D-12, Islamabad",20.0,9,9,96762050.79988652
2423,2022-07-29,"D-12, Islamabad",20.0,9,9,91369955.27678837
2424,2022-07-30,"D-12, Islamabad",20.0,9,9,105171953.15996675
2425,2022-07-31,"D-12, Islamabad",20.0,9,9,65585504.11041364
2426,2022-08-01,"D-12, Islamabad",20.0,9,9,67734151.17846921
2427,2022-08-02,"D-12, Islamabad",20.0,9,9,101917301.67099854
2428,2022-08-03,"D-12, Islamabad",20.0,9,9,67319982.91736598
2429,2022-08-04,"D-12, Islamabad",20.0,9,9,95312481.78094368
2430,2022-08-05,"D-12, Islamabad",20.0,9,9,89920386.25787246
2431,2022-08-06,"D-12, Islamabad",20.0,9,9,103722384.14098376
2432,2022-08-07,"D-12, Islamabad",20.0,9,9,64135935.09155547
2433,2022-08-08,"D-12, Islamabad",20.0,9,9,66284582.15941793
2434,2022-08-09,"D-12, Islamabad",20.0,9,9,100467732.65200093
2435,2022-08-10,"D-12, Islamabad",20.0,9,9,65870413.89836875
2436,2022-08-11,"D-12, Islamabad",20.0,9,9,93862912.76202422
2437,2022-08-12,"D-12, Islamabad",20.0,9,9,88470817.23883352
2438,2022-08-13,"D-12, Islamabad",20.0,9,9,102272815.12200078
2439,2022-08-14,"D-12, Islamabad",20.0,9,9,62686366.07251749
2440,2022-08-15,"D-12, Islamabad",20.0,9,9,64835013.14057431
2441,2022-08-16,"D-12, Islamabad",20.0,9,9,99018163.63308144
2442,2022-08-17,"D-12, Islamabad",20.0,9,9,64420844.87944516
2443,2022-08-18,"D-12, Islamabad",20.0,9,9,92413343.74302468
2444,2022-08-19,"D-12, Islamabad",20.0,9,9,87021248.21997553
2445,2022-08-20,"D-12, Islamabad",20.0,9,9,100823246.10311045
2446,2022-08-21,"D-12, Islamabad",20.0,9,9,61236797.0536976
2447,2022-08-22,"D-12, Islamabad",20.0,9,9,63385444.12163658
2448,2022-08-23,"D-12, Islamabad",20.0,9,9,97568594.61414202
2449,2022-08-24,"D-12, Islamabad",20.0,9,9,62971275.86048476
2450,2022-08-25,"D-12, Islamabad",20.0,9,9,90963774.72409354
2451,2022-08-26,"D-12, Islamabad",20.0,9,9,85571679.20100173
2452,2022-08-27,"D-12, Islamabad",20.0,9,9,99373677.08403483
2453,2022-08-28,"D-12, Islamabad",20.0,9,9,59787228.03465964
2454,2022-08-29,"D-12, Islamabad",20.0,9,9,61935875.10268911
2455,2022-08-30,"D-12, Islamabad",20.0,9,9,96119025.5952225
2456,2022-08-31,"D-12, Islamabad",20.0,9,9,61521706.84156116
2457,2022-09-01,"D-12, Islamabad",20.0,9,9,89514205.70516238
2458,2022-09-02,"D-12, Islamabad",20.0,9,9,84122110.18202792
2459,2022-09-03,"D-12, Islamabad",20.0,9,9,97924108.06526005
2460,2022-09-04,"D-12, Islamabad",20.0,9,9,58337659.0157307
2461,2022-09-05,"D-12, Islamabad",20.0,9,9,60486306.08374165
2462,2022-09-06,"D-12, Islamabad",20.0,9,9,94669456.5762249
2463,2022-09-07,"D-12, Islamabad",20.0,9,9,60072137.82256393
2464,2022-09-08,"D-12, Islamabad",20.0,9,9,88064636.68617454
2465,2022-09-09,"D-12, Islamabad",20.0,9,9,82672541.16316995
2466,2022-09-10,"D-12, Islamabad",20.0,9,9,96474539.04627706
2467,2022-09-11,"D-12, Islamabad",20.0,9,9,56888089.99680176
2468,2022-09-12,"D-12, Islamabad",20.0,9,9,59036737.064794205
2469,2022-09-13,"D-12, Islamabad",20.0,9,9,93219887.55738342
2470,2022-09-14,"D-12, Islamabad",20.0,9,9,58622568.803701594
2471,2022-09-15,"D-12, Islamabad",20.0,9,9,86615067.66724336
2472,2022-09-16,"D-12, Islamabad",20.0,9,9,81222972.14419615
2473,2022-09-17,"D-12, Islamabad",20.0,9,9,95024970.02738672
2474,2022-09-18,"D-12, Islamabad",20.0,9,9,55438520.977943555
2475,2022-09-19,"D-12, Islamabad",20.0,9,9,57587168.04585646
2476,2022-09-20,"D-12, Islamabad",20.0,9,9,91770318.53838584
2477,2022-09-21,"D-12, Islamabad",20.0,9,9,57172999.784741186
2478,2022-09-22,"D-12, Islamabad",20.0,9,9,85165498.64831224
2479,2022-09-23,"D-12, Islamabad",20.0,9,9,79773403.12528026
2480,2022-09-24,"D-12, Islamabad",20.0,9,9,93575401.0083111
2481,2022-09-25,"D-12, Islamabad",20.0,9,9,53988951.95890562
2482,2022-09-26,"D-12, Islamabad",20.0,9,9,56137599.026805185
2483,2022-09-27,"D-12, Islamabad",20.0,9,9,90320749.51938829
2484,2022-09-28,"D-12, Islamabad",20.0,9,9,55723430.76578078
2485,2022-09-29,"D-12, Islamabad",20.0,9,9,83715929.62938106
2486,2022-09-30,"D-12, Islamabad",20.0,9,9,78323834.10629919
2487,2022-10-01,"D-12, Islamabad",20.0,9,9,92125831.98942074
2488,2022-10-02,"D-12, Islamabad",20.0,9,9,52539382.94008571
2489,2022-10-03,"D-12, Islamabad",20.0,9,9,54688030.007961564
2490,2022-10-04,"D-12, Islamabad",20.0,9,9,88871180.50046872
2491,2022-10-05,"D-12, Islamabad",20.0,9,9,54273861.74688163
2492,2022-10-06,"D-12, Islamabad",20.0,9,9,82266360.61046162
2493,2022-10-07,"D-12, Islamabad",20.0,9,9,76874265.08738331
2494,2022-10-08,"D-12, Islamabad",20.0,9,9,90676262.97053045
2495,2022-10-09,"D-12, Islamabad",20.0,9,9,51089813.92104775
2496,2022-10-10,"D-12, Islamabad",20.0,9,9,53238460.9890141
2497,2022-10-11,"D-12, Islamabad",20.0,9,9,87421611.48152936
2498,2022-10-12,"D-12, Islamabad",20.0,9,9,52824292.72795802
2499,2022-10-13,"D-12, Islamabad",20.0,9,9,80816791.59151877
2500,2022-10-14,"D-12, Islamabad",20.0,9,9,75424696.06840949
2501,2022-10-15,"D-12, Islamabad",20.0,9,9,89226693.95157038
2502,2022-10-16,"D-12, Islamabad",20.0,9,9,49640244.90218955
2503,2022-10-17,"D-12, Islamabad",20.0,9,9,51788891.97006667
2504,2022-10-18,"D-12, Islamabad",20.0,9,9,85972042.46260978
2505,2022-10-19,"D-12, Islamabad",20.0,9,9,51374723.70896079
2506,2022-10-20,"D-12, Islamabad",20.0,9,9,79367222.5725993
2507,2022-10-21,"D-12, Islamabad",20.0,9,9,73975127.04949361
2508,2022-10-22,"D-12, Islamabad",20.0,9,9,87777124.93268003
2509,2022-10-23,"D-12, Islamabad",20.0,9,9,48190675.88315159
2510,2022-10-24,"D-12, Islamabad",20.0,9,9,50339322.9511192
2511,2022-10-25,"D-12, Islamabad",20.0,9,9,84522473.44361222
2512,2022-10-26,"D-12, Islamabad",20.0,9,9,49925154.69003722
2513,2022-10-27,"D-12, Islamabad",20.0,9,9,77917653.55359976
2514,2022-10-28,"D-12, Islamabad",20.0,9,9,72525558.03057772
2515,2022-10-29,"D-12, Islamabad",20.0,9,9,86327555.91369706
2516,2022-10-30,"D-12, Islamabad",20.0,9,9,46741106.86433171
2517,2022-10-31,"D-12, Islamabad",20.0,9,9,48889753.93227558
2518,2022-11-01,"D-12, Islamabad",20.0,9,9,83072904.42475085
2519,2022-11-02,"D-12, Islamabad",20.0,9,9,48475585.67111361
2520,2022-11-03,"D-12, Islamabad",20.0,9,9,76468084.53466861
2521,2022-11-04,"D-12, Islamabad",20.0,9,9,71075989.01166183
2522,2022-11-05,"D-12, Islamabad",20.0,9,9,84877986.89471407
2523,2022-11-06,"D-12, Islamabad",20.0,9,9,45291537.84529373
2524,2022-11-07,"D-12, Islamabad",20.0,9,9,47440184.913233995
2525,2022-11-08,"D-12, Islamabad",20.0,9,9,81623335.4057533
2526,2022-11-09,"D-12, Islamabad",20.0,9,9,47026016.652153224
2527,2022-11-10,"D-12, Islamabad",20.0,9,9,75018515.51573749
2528,2022-11-11,"D-12, Islamabad",20.0,9,9,69626419.99268803
2529,2022-11-12,"D-12, Islamabad",20.0,9,9,83428417.87584665
2530,2022-11-13,"D-12, Islamabad",20.0,9,9,43841968.82625577
2531,2022-11-14,"D-12, Islamabad",20.0,9,9,45990615.89428654
2532,2022-11-15,"D-12, Islamabad",20.0,9,9,80173766.38683377
2533,2022-11-16,"D-12, Islamabad",20.0,9,9,45576447.63319279
2534,2022-11-17,"D-12, Islamabad",20.0,9,9,73568946.496818
2535,2022-11-18,"D-12, Islamabad",20.0,9,9,68176850.97376488
2536,2022-11-19,"D-12, Islamabad",20.0,9,9,81978848.85695635
2537,2022-11-20,"D-12, Islamabad",20.0,9,9,42392399.80743587
2538,2022-11-21,"D-12, Islamabad",20.0,9,9,44541046.875339106
2539,2022-11-22,"D-12, Islamabad",20.0,9,9,78724197.36791423
2540,2022-11-23,"D-12, Islamabad",20.0,9,9,44126878.61429365
2541,2022-11-24,"D-12, Islamabad",20.0,9,9,72119377.47789858
2542,2022-11-25,"D-12, Islamabad",20.0,9,9,66727281.95479107
2543,2022-11-26,"D-12, Islamabad",20.0,9,9,80529279.83797337
2544,2022-11-27,"D-12, Islamabad",20.0,9,9,40942830.78839792
2545,2022-11-28,"D-12, Islamabad",20.0,9,9,43091477.85640137
2546,2022-11-29,"D-12, Islamabad",20.0,9,9,77274628.34899469
2547,2022-11-30,"D-12, Islamabad",20.0,9,9,42677309.595370054
2548,2022-12-01,"D-12, Islamabad",20.0,9,9,70669808.4589557
2549,2022-12-02,"D-12, Islamabad",20.0,9,9,65277712.93587521
2550,2022-12-03,"D-12, Islamabad",20.0,9,9,79079710.81899038
2551,2022-12-04,"D-12, Islamabad",20.0,9,9,39493261.769539714
2552,2022-12-05,"D-12, Islamabad",20.0,9,9,41641908.837350085
2553,2022-12-06,"D-12, Islamabad",20.0,9,9,75825059.32999709
2554,2022-12-07,"D-12, Islamabad",20.0,9,9,41227740.57637282
2555,2022-12-08,"D-12, Islamabad",20.0,9,9,69220239.44003627
2556,2022-12-09,"D-12, Islamabad",20.0,9,9,63828143.91689412
2557,2022-12-10,"D-12, Islamabad",20.0,9,9,77630141.80000737
2558,2022-12-11,"D-12, Islamabad",20.0,9,9,38043692.75061078
2559,2022-12-12,"D-12, Islamabad",20.0,9,9,40192339.81850645
2560,2022-12-13,"D-12, Islamabad",20.0,9,9,74375490.3110776
2561,2022-12-14,"D-12, Islamabad",20.0,9,9,39778171.55744922
2562,2022-12-15,"D-12, Islamabad",20.0,9,9,67770670.4210367
2563,2022-12-16,"D-12, Islamabad",20.0,9,9,62378574.897978246
2564,2022-12-17,"D-12, Islamabad",20.0,9,9,76180572.78111707
2565,2022-12-18,"D-12, Islamabad",20.0,9,9,36594123.73168185
2566,2022-12-19,"D-12, Islamabad",20.0,9,9,38742770.79966284
2567,2022-12-20,"D-12, Islamabad",20.0,9,9,72925921.29213817
2568,2022-12-21,"D-12, Islamabad",20.0,9,9,38328602.538488805
2569,2022-12-22,"D-12, Islamabad",20.0,9,9,66321101.40210554
2570,2022-12-23,"D-12, Islamabad",20.0,9,9,60929005.879004434
2571,2022-12-24,"D-12, Islamabad",20.0,9,9,74731003.76204145
2572,2022-12-25,"D-12, Islamabad",20.0,9,9,35144554.71264391
2573,2022-12-26,"D-12, Islamabad",20.0,9,9,37293201.780611545
2574,2022-12-27,"D-12, Islamabad",20.0,9,9,71476352.27321865
2575,2022-12-28,"D-12, Islamabad",20.0,9,9,36879033.519528404
2576,2022-12-29,"D-12, Islamabad",20.0,9,9,64871532.38317442
2577,2022-12-30,"D-12, Islamabad",20.0,9,9,59479436.86003062
2578,2022-12-31,"D-12, Islamabad",20.0,9,9,73281434.74326666
2579,2023-01-01,"D-12, Islamabad",20.0,9,9,33694985.69378568
2580,2023-01-02,"D-12, Islamabad",20.0,9,9,35843632.76176794
2581,2023-01-03,"D-12, Islamabad",20.0,9,9,70026783.25422104
2582,2023-01-04,"D-12, Islamabad",20.0,9,9,35429464.50056799
2583,2023-01-05,"D-12, Islamabad",20.0,9,9,63421963.36418657
2584,2023-01-06,"D-12, Islamabad",20.0,9,9,58029867.84117265
2585,2023-01-07,"D-12, Islamabad",20.0,9,9,71831865.72428367
2586,2023-01-08,"D-12, Islamabad",20.0,9,9,32245416.674856767
2587,2023-01-09,"D-12, Islamabad",20.0,9,9,34394063.74282047
2588,2023-01-10,"D-12, Islamabad",20.0,9,9,68577214.23537955
2589,2023-01-11,"D-12, Islamabad",20.0,9,9,33979895.48170565
2590,2023-01-12,"D-12, Islamabad",20.0,9,9,61972394.34524372
2591,2023-01-13,"D-12, Islamabad",20.0,9,9,56580298.82219884
2592,2023-01-14,"D-12, Islamabad",20.0,9,9,70382296.70530069
2593,2023-01-15,"D-12, Islamabad",20.0,9,9,30795847.655927837
2594,2023-01-16,"D-12, Islamabad",20.0,9,9,32944494.72388272
2595,2023-01-17,"D-12, Islamabad",20.0,9,9,67127645.216382
2596,2023-01-18,"D-12, Islamabad",20.0,9,9,32530326.462745234
2597,2023-01-19,"D-12, Islamabad",20.0,9,9,60522825.32632424
2598,2023-01-20,"D-12, Islamabad",20.0,9,9,55130729.80328295
2599,2023-01-21,"D-12, Islamabad",20.0,9,9,68932727.6863177
2600,2023-01-22,"D-12, Islamabad",20.0,9,9,29346278.63688986
2601,2023-01-23,"D-12, Islamabad",20.0,9,9,31494925.704831436
2602,2023-01-24,"D-12, Islamabad",20.0,9,9,65678076.19738437
2603,2023-01-25,"D-12, Islamabad",20.0,9,9,31080757.443784848
2604,2023-01-26,"D-12, Islamabad",20.0,9,9,59073256.30739312
2605,2023-01-27,"D-12, Islamabad",20.0,9,9,53681160.78430189
2606,2023-01-28,"D-12, Islamabad",20.0,9,9,67483158.66754293
2607,2023-01-29,"D-12, Islamabad",20.0,9,9,27896709.618069977
2608,2023-01-30,"D-12, Islamabad",20.0,9,9,30045356.685987815
2609,2023-01-31,"D-12, Islamabad",20.0,9,9,64228507.17854296
2610,2023-02-01,"D-12, Islamabad",20.0,9,9,29631188.424885675
2611,2023-02-02,"D-12, Islamabad",20.0,9,9,57623687.28846195
2612,2023-02-03,"D-12, Islamabad",20.0,9,9,52231591.765385985
2613,2023-02-04,"D-12, Islamabad",20.0,9,9,66033589.6486526
2614,2023-02-05,"D-12, Islamabad",20.0,9,9,26447140.599032015
2615,2023-02-06,"D-12, Islamabad",20.0,9,9,28595787.667040378
2616,2023-02-07,"D-12, Islamabad",20.0,9,9,62778938.15952551
2617,2023-02-08,"D-12, Islamabad",20.0,9,9,28181619.405962095
2618,2023-02-09,"D-12, Islamabad",20.0,9,9,56174118.26953079
2619,2023-02-10,"D-12, Islamabad",20.0,9,9,50782022.74641217
2620,2023-02-11,"D-12, Islamabad",20.0,9,9,64584020.629576996
2621,2023-02-12,"D-12, Islamabad",20.0,9,9,24997571.580173835
2622,2023-02-13,"D-12, Islamabad",20.0,9,9,27146218.64809291
2623,2023-02-14,"D-12, Islamabad",20.0,9,9,61329369.14060594
2624,2023-02-15,"D-12, Islamabad",20.0,9,9,26732050.386964858
2625,2023-02-16,"D-12, Islamabad",20.0,9,9,54724549.250611365
2626,2023-02-17,"D-12, Islamabad",20.0,9,9,49332453.72755423
2627,2021-04-17,"D-12/1, D-12",4.0,4,4,28999915.4021638
2628,2021-06-17,"D-12/1, D-12",4.0,4,4,24094297.904596232
2629,2021-11-17,"D-12/1, D-12",4.0,4,4,29827359.134653993
2630,2021-12-17,"D-12/1, D-12",4.0,4,4,25781434.728285767
2631,2022-01-27,"D-12/1, D-12",4.0,4,4,27405675.48050192
2632,2022-02-11,"D-12/1, D-12",4.0,4,4,26609279.11992902
2633,2022-02-13,"D-12/1, D-12",4.0,4,4,29499979.291198567
2634,2022-02-16,"D-12/1, D-12",4.0,4,4,31172606.272048686
2635,2022-02-17,"D-12/1, D-12",4.0,4,4,27716117.127532117
2636,2022-02-18,"D-12/1, D-12",4.0,4,4,26712759.669251263
2637,2022-02-19,"D-12/1, D-12",4.0,4,4,33553059.569620684
2638,2022-02-20,"D-12/1, D-12",4.0,4,4,29603459.840506658
2639,2022-02-21,"D-12/1, D-12",4.0,4,4,25829844.2569019
2640,2022-02-22,"D-12/1, D-12",4.0,4,4,25844627.49463384
2641,2022-02-23,"D-12/1, D-12",4.0,4,4,31276086.821368456
2642,2022-02-24,"D-12/1, D-12",4.0,4,4,27819597.67684439
2643,2022-02-25,"D-12/1, D-12",4.0,4,4,26816240.218565628
2644,2022-02-26,"D-12/1, D-12",4.0,4,4,33656540.118923396
2645,2022-02-27,"D-12/1, D-12",4.0,4,4,29706940.389842488
2646,2022-02-28,"D-12/1, D-12",4.0,4,4,25933324.80620988
2647,2022-03-01,"D-12/1, D-12",4.0,4,4,25948108.043946646
2648,2022-03-02,"D-12/1, D-12",4.0,4,4,31379567.370671667
2649,2022-03-03,"D-12/1, D-12",4.0,4,4,27923078.226172995
2650,2022-03-04,"D-12/1, D-12",4.0,4,4,26919720.767879985
2651,2022-03-05,"D-12/1, D-12",4.0,4,4,33760020.66824038
2652,2022-03-06,"D-12/1, D-12",4.0,4,4,29810420.93915213
2653,2022-03-07,"D-12/1, D-12",4.0,4,4,26036805.355522748
2654,2022-03-08,"D-12/1, D-12",4.0,4,4,26051588.59326541
2655,2022-03-09,"D-12/1, D-12",4.0,4,4,31483047.91999046
2656,2022-03-10,"D-12/1, D-12",4.0,4,4,28026558.7754763
2657,2022-03-11,"D-12/1, D-12",4.0,4,4,27023201.317194354
2658,2022-03-12,"D-12/1, D-12",4.0,4,4,33863501.21755212
2659,2022-03-13,"D-12/1, D-12",4.0,4,4,29913901.48845867
2660,2022-03-14,"D-12/1, D-12",4.0,4,4,26140285.904845387
2661,2022-03-15,"D-12/1, D-12",4.0,4,4,26155069.14258417
2662,2022-03-16,"D-12/1, D-12",4.0,4,4,31586528.469301954
2663,2022-03-17,"D-12/1, D-12",4.0,4,4,28130039.324797545
2664,2022-03-18,"D-12/1, D-12",4.0,4,4,27126681.8665166
2665,2022-03-19,"D-12/1, D-12",4.0,4,4,33966981.766874336
2666,2022-03-20,"D-12/1, D-12",4.0,4,4,30017382.037768308
2667,2022-03-21,"D-12/1, D-12",4.0,4,4,26243766.454155806
2668,2022-03-22,"D-12/1, D-12",4.0,4,4,26258549.691902936
2669,2022-03-23,"D-12/1, D-12",4.0,4,4,31690009.01862172
2670,2022-03-24,"D-12/1, D-12",4.0,4,4,28233519.874100845
2671,2022-03-25,"D-12/1, D-12",4.0,4,4,27230162.415814657
2672,2022-03-26,"D-12/1, D-12",4.0,4,4,34070462.31617181
2673,2022-03-27,"D-12/1, D-12",4.0,4,4,30120862.587076396
2674,2022-03-28,"D-12/1, D-12",4.0,4,4,26347247.003466234
2675,2022-03-29,"D-12/1, D-12",4.0,4,4,26362030.241215747
2676,2022-03-30,"D-12/1, D-12",4.0,4,4,31793489.56792396
2677,2022-03-31,"D-12/1, D-12",4.0,4,4,28337000.42340415
2678,2022-04-01,"D-12/1, D-12",4.0,4,4,27333642.96512902
2679,2022-04-02,"D-12/1, D-12",4.0,4,4,34173942.86548879
2680,2022-04-03,"D-12/1, D-12",4.0,4,4,30224343.136384483
2681,2022-04-04,"D-12/1, D-12",4.0,4,4,26450727.5527791
2682,2022-04-05,"D-12/1, D-12",4.0,4,4,26465510.79051727
2683,2022-04-06,"D-12/1, D-12",4.0,4,4,31896970.117243726
2684,2022-04-07,"D-12/1, D-12",4.0,4,4,28440480.972725395
2685,2022-04-08,"D-12/1, D-12",4.0,4,4,27437123.514443383
2686,2022-04-09,"D-12/1, D-12",4.0,4,4,34277423.41480577
2687,2022-04-10,"D-12/1, D-12",4.0,4,4,30327823.685718764
2688,2022-04-11,"D-12/1, D-12",4.0,4,4,26554208.102091964
2689,2022-04-12,"D-12/1, D-12",4.0,4,4,26568991.339830082
2690,2022-04-13,"D-12/1, D-12",4.0,4,4,32000450.66655522
2691,2022-04-14,"D-12/1, D-12",4.0,4,4,28543961.522028692
2692,2022-04-15,"D-12/1, D-12",4.0,4,4,27540604.06376563
2693,2022-04-16,"D-12/1, D-12",4.0,4,4,34380903.96412275
2694,2022-04-17,"D-12/1, D-12",4.0,4,4,30431304.2350284
2695,2022-04-18,"D-12/1, D-12",4.0,4,4,26657688.65139994
2696,2022-04-19,"D-12/1, D-12",4.0,4,4,26672471.889148846
2697,2022-04-20,"D-12/1, D-12",4.0,4,4,32103931.215866707
2698,2022-04-21,"D-12/1, D-12",4.0,4,4,28647442.071357302
2699,2022-04-22,"D-12/1, D-12",4.0,4,4,27644084.613055803
2700,2022-04-23,"D-12/1, D-12",4.0,4,4,34484384.51343449
2701,2022-04-24,"D-12/1, D-12",4.0,4,4,30534784.78433494
2702,2022-04-25,"D-12/1, D-12",4.0,4,4,26761169.20071281
2703,2022-04-26,"D-12/1, D-12",4.0,4,4,26775952.438444413
2704,2022-04-27,"D-12/1, D-12",4.0,4,4,32207411.76517819
2705,2022-04-28,"D-12/1, D-12",4.0,4,4,28750922.620660603
2706,2022-04-29,"D-12/1, D-12",4.0,4,4,27747565.16237805
2707,2022-04-30,"D-12/1, D-12",4.0,4,4,34587865.06275147
2708,2022-05-01,"D-12/1, D-12",4.0,4,4,30638265.33364458
2709,2022-05-02,"D-12/1, D-12",4.0,4,4,26864649.75003545
2710,2022-05-03,"D-12/1, D-12",4.0,4,4,26879432.987763178
2711,2022-05-04,"D-12/1, D-12",4.0,4,4,32310892.314497963
2712,2022-05-05,"D-12/1, D-12",4.0,4,4,28854403.16998185
2713,2022-05-06,"D-12/1, D-12",4.0,4,4,27851045.711700298
2714,2022-05-07,"D-12/1, D-12",4.0,4,4,34691345.612054184
2715,2022-05-08,"D-12/1, D-12",4.0,4,4,30741745.882952668
2716,2022-05-09,"D-12/1, D-12",4.0,4,4,26968130.299345873
2717,2022-05-10,"D-12/1, D-12",4.0,4,4,26982913.53707599
2718,2022-05-11,"D-12/1, D-12",4.0,4,4,32414372.86380117
2719,2022-05-12,"D-12/1, D-12",4.0,4,4,28957883.719285157
2720,2022-05-13,"D-12/1, D-12",4.0,4,4,27954526.261006776
2721,2022-05-14,"D-12/1, D-12",4.0,4,4,34794826.161371164
2722,2022-05-15,"D-12/1, D-12",4.0,4,4,30845226.432262305
2723,2022-05-16,"D-12/1, D-12",4.0,4,4,27071610.848656297
2724,2022-05-17,"D-12/1, D-12",4.0,4,4,27086394.0863888
2725,2022-05-18,"D-12/1, D-12",4.0,4,4,32517853.413119964
2726,2022-05-19,"D-12/1, D-12",4.0,4,4,29061364.268597428
2727,2022-05-20,"D-12/1, D-12",4.0,4,4,28058006.810329027
2728,2022-05-21,"D-12/1, D-12",4.0,4,4,34898306.71068291
2729,2022-05-22,"D-12/1, D-12",4.0,4,4,30948706.981568843
2730,2022-05-23,"D-12/1, D-12",4.0,4,4,27175091.397981375
2731,2022-05-24,"D-12/1, D-12",4.0,4,4,27189874.635713518
2732,2022-05-25,"D-12/1, D-12",4.0,4,4,32621333.962431453
2733,2022-05-26,"D-12/1, D-12",4.0,4,4,29164844.817926034
2734,2022-05-27,"D-12/1, D-12",4.0,4,4,28161487.35964339
2735,2022-05-28,"D-12/1, D-12",4.0,4,4,35001787.26000513
2736,2022-05-29,"D-12/1, D-12",4.0,4,4,31052187.530904673
2737,2022-05-30,"D-12/1, D-12",4.0,4,4,27278571.947289355
2738,2022-05-31,"D-12/1, D-12",4.0,4,4,27293355.18502633
2739,2022-06-01,"D-12/1, D-12",4.0,4,4,32724814.511751223
2740,2022-06-02,"D-12/1, D-12",4.0,4,4,29268325.36723831
2741,2022-06-03,"D-12/1, D-12",4.0,4,4,28264967.908949327
2742,2022-06-04,"D-12/1, D-12",4.0,4,4,35105267.809316866
2743,2022-06-05,"D-12/1, D-12",4.0,4,4,31155668.080212764
2744,2022-06-06,"D-12/1, D-12",4.0,4,4,27382052.49660222
2745,2022-06-07,"D-12/1, D-12",4.0,4,4,27396835.734345093
2746,2022-06-08,"D-12/1, D-12",4.0,4,4,32828295.06105443
2747,2022-06-09,"D-12/1, D-12",4.0,4,4,29371805.91654161
2748,2022-06-10,"D-12/1, D-12",4.0,4,4,28368448.458255805
