,ds,location,Area_Marla,bedrooms,bathrooms,yhat
1008,2022-10-20,"D-12, Islamabad",4.0,4,5,31893677.7732961
1009,2022-10-21,"D-12, Islamabad",4.0,4,5,26411126.132463813
1010,2022-10-22,"D-12, Islamabad",4.0,4,5,31513568.70636575
1011,2022-10-23,"D-12, Islamabad",4.0,4,5,24489912.281789023
1012,2022-10-24,"D-12, Islamabad",4.0,4,5,26975834.289913327
1013,2022-10-25,"D-12, Islamabad",4.0,4,5,27607718.491824564
1014,2022-10-26,"D-12, Islamabad",4.0,4,5,30816350.26014279
1015,2022-10-27,"D-12, Islamabad",4.0,4,5,31877603.894326836
1016,2022-10-28,"D-12, Islamabad",4.0,4,5,26395052.25348137
1017,2022-10-29,"D-12, Islamabad",4.0,4,5,31497494.827385128
1018,2022-10-30,"D-12, Islamabad",4.0,4,5,24473838.402816735
1019,2022-10-31,"D-12, Islamabad",4.0,4,5,26959760.41094509
1020,2022-11-01,"D-12, Islamabad",4.0,4,5,27591644.61285297
1021,2022-11-02,"D-12, Islamabad",4.0,4,5,30800276.381177895
1022,2022-11-03,"D-12, Islamabad",4.0,4,5,31861530.015348386
1023,2022-11-04,"D-12, Islamabad",4.0,4,5,26378978.374498934
1024,2022-11-05,"D-12, Islamabad",4.0,4,5,31481420.94840451
1025,2022-11-06,"D-12, Islamabad",4.0,4,5,24457764.523828033
1026,2022-11-07,"D-12, Islamabad",4.0,4,5,26943686.531959467
1027,2022-11-08,"D-12, Islamabad",4.0,4,5,27575570.733861316
1028,2022-11-09,"D-12, Islamabad",4.0,4,5,30784202.502193984
1029,2022-11-10,"D-12, Islamabad",4.0,4,5,31845456.136369936
1030,2022-11-11,"D-12, Islamabad",4.0,4,5,26362904.495525166
1031,2022-11-12,"D-12, Islamabad",4.0,4,5,31465347.069426104
1032,2022-11-13,"D-12, Islamabad",4.0,4,5,24441690.644839335
1033,2022-11-14,"D-12, Islamabad",4.0,4,5,26927612.652976193
1034,2022-11-15,"D-12, Islamabad",4.0,4,5,27559496.854888562
1035,2022-11-16,"D-12, Islamabad",4.0,4,5,30768128.623210076
1036,2022-11-17,"D-12, Islamabad",4.0,4,5,31829382.25737613
1037,2022-11-18,"D-12, Islamabad",4.0,4,5,26346830.616535082
1038,2022-11-19,"D-12, Islamabad",4.0,4,5,31449273.190445226
1039,2022-11-20,"D-12, Islamabad",4.0,4,5,24425616.76586704
1040,2022-11-21,"D-12, Islamabad",4.0,4,5,26911538.77399292
1041,2022-11-22,"D-12, Islamabad",4.0,4,5,27543422.975915812
1042,2022-11-23,"D-12, Islamabad",4.0,4,5,30752054.744222336
1043,2022-11-24,"D-12, Islamabad",4.0,4,5,31813308.37838232
1044,2022-11-25,"D-12, Islamabad",4.0,4,5,26330756.73756132
1045,2022-11-26,"D-12, Islamabad",4.0,4,5,31433199.311464604
1046,2022-11-27,"D-12, Islamabad",4.0,4,5,24409542.886878345
1047,2022-11-28,"D-12, Islamabad",4.0,4,5,26895464.89502233
1048,2022-11-29,"D-12, Islamabad",4.0,4,5,27527349.09694305
1049,2022-11-30,"D-12, Islamabad",4.0,4,5,30735980.86525744
1050,2022-12-01,"D-12, Islamabad",4.0,4,5,31797234.499419235
1051,2022-12-02,"D-12, Islamabad",4.0,4,5,26314682.85857888
1052,2022-12-03,"D-12, Islamabad",4.0,4,5,31417125.432483982
1053,2022-12-04,"D-12, Islamabad",4.0,4,5,24393469.007909335
1054,2022-12-05,"D-12, Islamabad",4.0,4,5,26879391.016024016
1055,2022-12-06,"D-12, Islamabad",4.0,4,5,27511275.217951402
1056,2022-12-07,"D-12, Islamabad",4.0,4,5,30719906.986254513
1057,2022-12-08,"D-12, Islamabad",4.0,4,5,31781160.620425418
1058,2022-12-09,"D-12, Islamabad",4.0,4,5,26298608.97959747
1059,2022-12-10,"D-12, Islamabad",4.0,4,5,31401051.55350336
1060,2022-12-11,"D-12, Islamabad",4.0,4,5,24377395.12892884
1061,2022-12-12,"D-12, Islamabad",4.0,4,5,26863317.137055784
1062,2022-12-13,"D-12, Islamabad",4.0,4,5,27495201.33897864
1063,2022-12-14,"D-12, Islamabad",4.0,4,5,30703833.107289612
1064,2022-12-15,"D-12, Islamabad",4.0,4,5,31765086.74145616
1065,2022-12-16,"D-12, Islamabad",4.0,4,5,26282535.100615032
1066,2022-12-17,"D-12, Islamabad",4.0,4,5,31384977.67452248
1067,2022-12-18,"D-12, Islamabad",4.0,4,5,24361321.249948345
1068,2022-12-19,"D-12, Islamabad",4.0,4,5,26847243.258087553
1069,2022-12-20,"D-12, Islamabad",4.0,4,5,27479127.45998816
1070,2022-12-21,"D-12, Islamabad",4.0,4,5,30687759.22830571
1071,2022-12-22,"D-12, Islamabad",4.0,4,5,31749012.862477712
1072,2022-12-23,"D-12, Islamabad",4.0,4,5,26266461.22164127
1073,2022-12-24,"D-12, Islamabad",4.0,4,5,31368903.79554212
1074,2022-12-25,"D-12, Islamabad",4.0,4,5,24345247.370959643
1075,2022-12-26,"D-12, Islamabad",4.0,4,5,26831169.379089236
1076,2022-12-27,"D-12, Islamabad",4.0,4,5,27463053.5810154
1077,2022-12-28,"D-12, Islamabad",4.0,4,5,30671685.349321794
1078,2022-12-29,"D-12, Islamabad",4.0,4,5,31732938.983499266
1079,2022-12-30,"D-12, Islamabad",4.0,4,5,26250387.342667498
1080,2022-12-31,"D-12, Islamabad",4.0,4,5,31352829.91656346
1081,2023-01-01,"D-12, Islamabad",4.0,4,5,24329173.49199064
1082,2023-01-02,"D-12, Islamabad",4.0,4,5,26815095.500121
1083,2023-01-03,"D-12, Islamabad",4.0,4,5,27446979.70202375
1084,2023-01-04,"D-12, Islamabad",4.0,4,5,30655611.470337886
1085,2023-01-05,"D-12, Islamabad",4.0,4,5,31716865.104514636
1086,2023-01-06,"D-12, Islamabad",4.0,4,5,26234313.463676393
1087,2023-01-07,"D-12, Islamabad",4.0,4,5,31336756.037582837
1088,2023-01-08,"D-12, Islamabad",4.0,4,5,24313099.613010142
1089,2023-01-09,"D-12, Islamabad",4.0,4,5,26799021.62113773
1090,2023-01-10,"D-12, Islamabad",4.0,4,5,27430905.82306989
1091,2023-01-11,"D-12, Islamabad",4.0,4,5,30639537.59136916
1092,2023-01-12,"D-12, Islamabad",4.0,4,5,31700791.225551557
1093,2023-01-13,"D-12, Islamabad",4.0,4,5,26218239.584702622
1094,2023-01-14,"D-12, Islamabad",4.0,4,5,31320682.158602215
1095,2023-01-15,"D-12, Islamabad",4.0,4,5,24297025.734029647
1096,2023-01-16,"D-12, Islamabad",4.0,4,5,26782947.742167145
1097,2023-01-17,"D-12, Islamabad",4.0,4,5,27414831.944078237
1098,2023-01-18,"D-12, Islamabad",4.0,4,5,30623463.712385256
1099,2023-01-19,"D-12, Islamabad",4.0,4,5,31684717.346557744
1100,2023-01-20,"D-12, Islamabad",4.0,4,5,26202165.705720186
1101,2023-01-21,"D-12, Islamabad",4.0,4,5,31304608.27962159
1102,2023-01-22,"D-12, Islamabad",4.0,4,5,24280951.855040945
1103,2023-01-23,"D-12, Islamabad",4.0,4,5,26766873.86316883
1104,2023-01-24,"D-12, Islamabad",4.0,4,5,27398758.065086585
1105,2023-01-25,"D-12, Islamabad",4.0,4,5,30607389.833401337
1106,2023-01-26,"D-12, Islamabad",4.0,4,5,31668643.467579298
1107,2023-01-27,"D-12, Islamabad",4.0,4,5,26186091.82673878
1108,2023-01-28,"D-12, Islamabad",4.0,4,5,31288534.40064293
1109,2023-01-29,"D-12, Islamabad",4.0,4,5,24264877.976068657
1110,2023-01-30,"D-12, Islamabad",4.0,4,5,26750799.984200593
1111,2023-01-31,"D-12, Islamabad",4.0,4,5,27382684.18613273
1112,2023-02-01,"D-12, Islamabad",4.0,4,5,30591315.954413604
1113,2023-02-02,"D-12, Islamabad",4.0,4,5,31652569.588600848
1114,2023-02-03,"D-12, Islamabad",4.0,4,5,26170017.947756343
1115,2023-02-04,"D-12, Islamabad",4.0,4,5,31272460.521662056
1116,2023-02-05,"D-12, Islamabad",4.0,4,5,24248804.097079955
1117,2023-02-06,"D-12, Islamabad",4.0,4,5,26734726.105217323
1118,2023-02-07,"D-12, Islamabad",4.0,4,5,27366610.30712334
1119,2023-02-08,"D-12, Islamabad",4.0,4,5,30575242.075448703
1120,2023-02-09,"D-12, Islamabad",4.0,4,5,31636495.7096224
1121,2023-02-10,"D-12, Islamabad",4.0,4,5,26153944.06878257
1122,2023-02-11,"D-12, Islamabad",4.0,4,5,31256386.642681688
1123,2023-02-12,"D-12, Islamabad",4.0,4,5,24232730.21811095
1124,2023-02-13,"D-12, Islamabad",4.0,4,5,26718652.226234045
1125,2023-02-14,"D-12, Islamabad",4.0,4,5,27350536.42815058
1126,2023-02-15,"D-12, Islamabad",4.0,4,5,30559168.196445785
1127,2023-02-16,"D-12, Islamabad",4.0,4,5,31620421.830628593
1128,2023-02-17,"D-12, Islamabad",4.0,4,5,26137870.189791463
1129,2021-08-17,"D-12, Islamabad",14.0,6,7,79095567.7886592
1130,2021-11-17,"D-12, Islamabad",14.0,6,7,74998893.59262678
1131,2022-01-20,"D-12, Islamabad",14.0,6,7,79089363.65885688
1132,2022-01-27,"D-12, Islamabad",14.0,6,7,77716622.12571025
1133,2022-02-10,"D-12, Islamabad",14.0,6,7,74971139.0604568
1134,2022-02-15,"D-12, Islamabad",14.0,6,7,43404287.92358941
1135,2022-02-16,"D-12, Islamabad",14.0,6,7,57153253.66165428
1136,2022-02-17,"D-12, Islamabad",14.0,6,7,73598397.52780291
1137,2022-02-18,"D-12, Islamabad",14.0,6,7,35370866.17844176
1138,2022-02-19,"D-12, Islamabad",14.0,6,7,35174760.443746515
1139,2022-02-20,"D-12, Islamabad",14.0,6,7,34978655.82561799
1140,2022-02-21,"D-12, Islamabad",14.0,6,7,34782548.11042632
1141,2022-02-22,"D-12, Islamabad",14.0,6,7,42031546.390966535
1142,2022-02-23,"D-12, Islamabad",14.0,6,7,55780512.129047
1143,2022-02-24,"D-12, Islamabad",14.0,6,7,72225655.99514902
1144,2022-02-25,"D-12, Islamabad",14.0,6,7,33998124.64578227
1145,2022-02-26,"D-12, Islamabad",14.0,6,7,33802018.91108458
1146,2022-02-27,"D-12, Islamabad",14.0,6,7,33605914.292921565
1147,2022-02-28,"D-12, Islamabad",14.0,6,7,33409806.577717945
1148,2022-03-01,"D-12, Islamabad",14.0,6,7,40658804.85830114
1149,2022-03-02,"D-12, Islamabad",14.0,6,7,54407770.59638454
1150,2022-03-03,"D-12, Islamabad",14.0,6,7,70852914.46255669
1151,2022-03-04,"D-12, Islamabad",14.0,6,7,32625383.11312279
1152,2022-03-05,"D-12, Islamabad",14.0,6,7,32429277.37843477
1153,2022-03-06,"D-12, Islamabad",14.0,6,7,32233172.760245502
1154,2022-03-07,"D-12, Islamabad",14.0,6,7,32037065.045107603
1155,2022-03-08,"D-12, Islamabad",14.0,6,7,39286063.32567823
1156,2022-03-09,"D-12, Islamabad",14.0,6,7,53035029.06369039
1157,2022-03-10,"D-12, Islamabad",14.0,6,7,69480172.92989558
1158,2022-03-11,"D-12, Islamabad",14.0,6,7,31252641.580463313
1159,2022-03-12,"D-12, Islamabad",14.0,6,7,31056535.845818542
1160,2022-03-13,"D-12, Islamabad",14.0,6,7,30860431.227661103
1161,2022-03-14,"D-12, Islamabad",14.0,6,7,30664323.51246938
1162,2022-03-15,"D-12, Islamabad",14.0,6,7,37913321.79305536
1163,2022-03-16,"D-12, Islamabad",14.0,6,7,51662287.53105553
1164,2022-03-17,"D-12, Islamabad",14.0,6,7,68107431.39724886
1165,2022-03-18,"D-12, Islamabad",14.0,6,7,29879900.047789194
1166,2022-03-19,"D-12, Islamabad",14.0,6,7,29683794.3131352
1167,2022-03-20,"D-12, Islamabad",14.0,6,7,29487689.694985047
1168,2022-03-21,"D-12, Islamabad",14.0,6,7,29291581.97981003
1169,2022-03-22,"D-12, Islamabad",14.0,6,7,36540580.260432474
1170,2022-03-23,"D-12, Islamabad",14.0,6,7,50289545.99844825
1171,2022-03-24,"D-12, Islamabad",14.0,6,7,66734689.864587784
1172,2022-03-25,"D-12, Islamabad",14.0,6,7,28507158.515231326
1173,2022-03-26,"D-12, Islamabad",14.0,6,7,28311052.780506805
1174,2022-03-27,"D-12, Islamabad",14.0,6,7,28114948.162354812
1175,2022-03-28,"D-12, Islamabad",14.0,6,7,27918840.44715067
1176,2022-03-29,"D-12, Islamabad",14.0,6,7,35167838.72776707
1177,2022-03-30,"D-12, Islamabad",14.0,6,7,48916804.46569894
1178,2022-03-31,"D-12, Islamabad",14.0,6,7,65361948.33192669
1179,2022-04-01,"D-12, Islamabad",14.0,6,7,27134416.98257184
1180,2022-04-02,"D-12, Islamabad",14.0,6,7,26938311.24785702
1181,2022-04-03,"D-12, Islamabad",14.0,6,7,26742206.629724577
1182,2022-04-04,"D-12, Islamabad",14.0,6,7,26546098.914540336
1183,2022-04-05,"D-12, Islamabad",14.0,6,7,33795097.19512174
1184,2022-04-06,"D-12, Islamabad",14.0,6,7,47544062.93309167
1185,2022-04-07,"D-12, Islamabad",14.0,6,7,63989206.79927998
1186,2022-04-08,"D-12, Islamabad",14.0,6,7,25761675.44991236
1187,2022-04-09,"D-12, Islamabad",14.0,6,7,25565569.71520722
1188,2022-04-10,"D-12, Islamabad",14.0,6,7,25369465.09707398
1189,2022-04-11,"D-12, Islamabad",14.0,6,7,25173357.38193
1190,2022-04-12,"D-12, Islamabad",14.0,6,7,32422355.662456326
1191,2022-04-13,"D-12, Islamabad",14.0,6,7,46171321.400456786
1192,2022-04-14,"D-12, Islamabad",14.0,6,7,62616465.266618885
1193,2022-04-15,"D-12, Islamabad",14.0,6,7,24388933.917238258
1194,2022-04-16,"D-12, Islamabad",14.0,6,7,24192828.182557434
1195,2022-04-17,"D-12, Islamabad",14.0,6,7,23996723.56439793
1196,2022-04-18,"D-12, Islamabad",14.0,6,7,23800615.849221617
1197,2022-04-19,"D-12, Islamabad",14.0,6,7,31049614.129833438
1198,2022-04-20,"D-12, Islamabad",14.0,6,7,44798579.86782192
1199,2022-04-21,"D-12, Islamabad",14.0,6,7,61243723.73402654
1200,2022-04-22,"D-12, Islamabad",14.0,6,7,23016192.38469501
1201,2022-04-23,"D-12, Islamabad",14.0,6,7,22820086.649941176
1202,2022-04-24,"D-12, Islamabad",14.0,6,7,22623982.031813517
1203,2022-04-25,"D-12, Islamabad",14.0,6,7,22427874.316611268
1204,2022-04-26,"D-12, Islamabad",14.0,6,7,29676872.597145587
1205,2022-04-27,"D-12, Islamabad",14.0,6,7,43425838.335187025
1206,2022-04-28,"D-12, Islamabad",14.0,6,7,59870982.201365456
1207,2022-04-29,"D-12, Islamabad",14.0,6,7,21643450.852020904
1208,2022-04-30,"D-12, Islamabad",14.0,6,7,21447345.117291376
1209,2022-05-01,"D-12, Islamabad",14.0,6,7,21251240.49913746
1210,2022-05-02,"D-12, Islamabad",14.0,6,7,21055132.783973046
1211,2022-05-03,"D-12, Islamabad",14.0,6,7,28304131.0645227
1212,2022-05-04,"D-12, Islamabad",14.0,6,7,42053096.80257975
1213,2022-05-05,"D-12, Islamabad",14.0,6,7,58498240.668718725
1214,2022-05-06,"D-12, Islamabad",14.0,6,7,20270709.3193468
1215,2022-05-07,"D-12, Islamabad",14.0,6,7,20074603.584629454
1216,2022-05-08,"D-12, Islamabad",14.0,6,7,19878498.966507234
1217,2022-05-09,"D-12, Islamabad",14.0,6,7,19682391.2513137
1218,2022-05-10,"D-12, Islamabad",14.0,6,7,26931389.531857304
1219,2022-05-11,"D-12, Islamabad",14.0,6,7,40680355.2699173
1220,2022-05-12,"D-12, Islamabad",14.0,6,7,57125499.136057645
1221,2022-05-13,"D-12, Islamabad",14.0,6,7,18897967.786701925
1222,2022-05-14,"D-12, Islamabad",14.0,6,7,18701862.051979646
1223,2022-05-15,"D-12, Islamabad",14.0,6,7,18505757.433831163
1224,2022-05-16,"D-12, Islamabad",14.0,6,7,18309649.718654327
1225,2022-05-17,"D-12, Islamabad",14.0,6,7,25558647.999191895
1226,2022-05-18,"D-12, Islamabad",14.0,6,7,39307613.737223156
1227,2022-05-19,"D-12, Islamabad",14.0,6,7,55752757.60340373
1228,2022-05-20,"D-12, Islamabad",14.0,6,7,17525226.25402782
1229,2022-05-21,"D-12, Islamabad",14.0,6,7,17329120.51936342
1230,2022-05-22,"D-12, Islamabad",14.0,6,7,17133015.90124677
1231,2022-05-23,"D-12, Islamabad",14.0,6,7,16936908.18606513
1232,2022-05-24,"D-12, Islamabad",14.0,6,7,24185906.46661152
1233,2022-05-25,"D-12, Islamabad",14.0,6,7,37934872.2045883
1234,2022-05-26,"D-12, Islamabad",14.0,6,7,54380016.07081139
1235,2022-05-27,"D-12, Islamabad",14.0,6,7,16152484.721368343
1236,2022-05-28,"D-12, Islamabad",14.0,6,7,15956378.986680076
1237,2022-05-29,"D-12, Islamabad",14.0,6,7,15760274.368550345
1238,2022-05-30,"D-12, Islamabad",14.0,6,7,15564166.65335676
1239,2022-05-31,"D-12, Islamabad",14.0,6,7,22813164.933946125
1240,2022-06-01,"D-12, Islamabad",14.0,6,7,36562130.671981
1241,2022-06-02,"D-12, Islamabad",14.0,6,7,53007274.53815749
1242,2022-06-03,"D-12, Islamabad",14.0,6,7,14779743.188795857
1243,2022-06-04,"D-12, Islamabad",14.0,6,7,14583637.45406381
1244,2022-06-05,"D-12, Islamabad",14.0,6,7,14387532.835920103
1245,2022-06-06,"D-12, Islamabad",14.0,6,7,14191425.120746419
1246,2022-06-07,"D-12, Islamabad",14.0,6,7,21440423.40132323
1247,2022-06-08,"D-12, Islamabad",14.0,6,7,35189389.13931855
1248,2022-06-09,"D-12, Islamabad",14.0,6,7,51634533.0054964
1249,2022-06-10,"D-12, Islamabad",14.0,6,7,13407001.656151004
1250,2022-06-11,"D-12, Islamabad",14.0,6,7,13210895.921447575
1251,2022-06-12,"D-12, Islamabad",14.0,6,7,13014791.303289883
1252,2022-06-13,"D-12, Islamabad",14.0,6,7,12818683.58808706
1253,2022-06-14,"D-12, Islamabad",14.0,6,7,20067681.86863538
1254,2022-06-15,"D-12, Islamabad",14.0,6,7,33816647.60671126
1255,2022-06-16,"D-12, Islamabad",14.0,6,7,50261791.47284968
1256,2022-06-17,"D-12, Islamabad",14.0,6,7,12034260.123476893
1257,2022-06-18,"D-12, Islamabad",14.0,6,7,11838154.388764232
1258,2022-06-19,"D-12, Islamabad",14.0,6,7,11642049.770639278
1259,2022-06-20,"D-12, Islamabad",14.0,6,7,11445942.055476733
1260,2022-06-21,"D-12, Islamabad",14.0,6,7,18694940.33601249
1261,2022-06-22,"D-12, Islamabad",14.0,6,7,32443906.074017137
1262,2022-06-23,"D-12, Islamabad",14.0,6,7,48889049.94018859
1263,2022-06-24,"D-12, Islamabad",14.0,6,7,10661518.590817407
1264,2022-06-25,"D-12, Islamabad",14.0,6,7,10465412.856135853
1265,2022-06-26,"D-12, Islamabad",14.0,6,7,10269308.237963207
1266,2022-06-27,"D-12, Islamabad",14.0,6,7,10073200.522768326
1267,2022-06-28,"D-12, Islamabad",14.0,6,7,17322198.80334709
1268,2022-06-29,"D-12, Islamabad",14.0,6,7,31071164.541354664
1269,2022-06-30,"D-12, Islamabad",14.0,6,7,47516308.40759626
1270,2022-07-01,"D-12, Islamabad",14.0,6,7,9288777.058157928
1271,2022-07-02,"D-12, Islamabad",14.0,6,7,9092671.32348606
1272,2022-07-03,"D-12, Islamabad",14.0,6,7,8896566.705378823
1273,2022-07-04,"D-12, Islamabad",14.0,6,7,8700458.990158014
1274,2022-07-05,"D-12, Islamabad",14.0,6,7,15949457.270766728
1275,2022-07-06,"D-12, Islamabad",14.0,6,7,29698423.008747384
1276,2022-07-07,"D-12, Islamabad",14.0,6,7,46143566.87493517
1277,2022-07-08,"D-12, Islamabad",14.0,6,7,7916035.525498442
1278,2022-07-09,"D-12, Islamabad",14.0,6,7,7719929.79086981
1279,2022-07-10,"D-12, Islamabad",14.0,6,7,7523825.1727027595
1280,2022-07-11,"D-12, Islamabad",14.0,6,7,7327717.457519792
1281,2022-07-12,"D-12, Islamabad",14.0,6,7,14576715.738101326
1282,2022-07-13,"D-12, Islamabad",14.0,6,7,28325681.476112515
1283,2022-07-14,"D-12, Islamabad",14.0,6,7,44770825.34228846
1284,2022-07-15,"D-12, Islamabad",14.0,6,7,6543293.9928243235
1285,2022-07-16,"D-12, Islamabad",14.0,6,7,6347188.258174323
1286,2022-07-17,"D-12, Islamabad",14.0,6,7,6151083.6400267035
1287,2022-07-18,"D-12, Islamabad",14.0,6,7,5954975.924860425
1288,2022-07-19,"D-12, Islamabad",14.0,6,7,13203974.205413453
1289,2022-07-20,"D-12, Islamabad",14.0,6,7,26952939.94347763
1290,2022-07-21,"D-12, Islamabad",14.0,6,7,43398083.80962735
1291,2022-07-22,"D-12, Islamabad",14.0,6,7,5170552.460281089
1292,2022-07-23,"D-12, Islamabad",14.0,6,7,4974446.725558072
1293,2022-07-24,"D-12, Islamabad",14.0,6,7,4778342.1073964685
1294,2022-07-25,"D-12, Islamabad",14.0,6,7,4582234.392201066
1295,2022-07-26,"D-12, Islamabad",14.0,6,7,11831232.672748066
1296,2022-07-27,"D-12, Islamabad",14.0,6,7,25580198.410755917
1297,2022-07-28,"D-12, Islamabad",14.0,6,7,42025342.27696627
1298,2022-07-29,"D-12, Islamabad",14.0,6,7,3797810.9276069924
1299,2022-07-30,"D-12, Islamabad",14.0,6,7,3601705.192908287
1300,2022-07-31,"D-12, Islamabad",14.0,6,7,3405600.574766241
1301,2022-08-01,"D-12, Islamabad",14.0,6,7,3209492.859590724
1302,2022-08-02,"D-12, Islamabad",14.0,6,7,10458491.140167683
1303,2022-08-03,"D-12, Islamabad",14.0,6,7,24207456.878148623
1304,2022-08-04,"D-12, Islamabad",14.0,6,7,40652600.74431955
1305,2022-08-05,"D-12, Islamabad",14.0,6,7,2425069.3949475065
1306,2022-08-06,"D-12, Islamabad",14.0,6,7,2228963.6602584943
1307,2022-08-07,"D-12, Islamabad",14.0,6,7,2032859.0421156362
1308,2022-08-08,"D-12, Islamabad",14.0,6,7,1836751.3268823475
1309,2022-08-09,"D-12, Islamabad",14.0,6,7,9085749.607502282
1310,2022-08-10,"D-12, Islamabad",14.0,6,7,22834715.345486186
1311,2022-08-11,"D-12, Islamabad",14.0,6,7,39279859.211658455
1312,2022-08-12,"D-12, Islamabad",14.0,6,7,1052327.8623750135
1313,2022-08-13,"D-12, Islamabad",14.0,6,7,856222.1276086941
1314,2022-08-14,"D-12, Islamabad",14.0,6,7,660117.5094395727
1315,2022-08-15,"D-12, Islamabad",14.0,6,7,464009.794272013
1316,2022-08-16,"D-12, Islamabad",14.0,6,7,7713008.074879393
1317,2022-08-17,"D-12, Islamabad",14.0,6,7,21461973.8128789
1318,2022-08-18,"D-12, Islamabad",14.0,6,7,37907117.67906612
1319,2022-08-19,"D-12, Islamabad",14.0,6,7,-320413.67026983947
1320,2022-08-20,"D-12, Islamabad",14.0,6,7,-516519.4050075412
1321,2022-08-21,"D-12, Islamabad",14.0,6,7,-712624.0231448114
1322,2022-08-22,"D-12, Islamabad",14.0,6,7,-908731.7383171767
1323,2022-08-23,"D-12, Islamabad",14.0,6,7,6340266.542191565
1324,2022-08-24,"D-12, Islamabad",14.0,6,7,20089232.280244023
1325,2022-08-25,"D-12, Islamabad",14.0,6,7,36534376.14641221
1326,2022-08-26,"D-12, Islamabad",14.0,6,7,-1693155.202943951
1327,2022-08-27,"D-12, Islamabad",14.0,6,7,-1889260.9376908839
1328,2022-08-28,"D-12, Islamabad",14.0,6,7,-2085365.5558208749
1329,2022-08-29,"D-12, Islamabad",14.0,6,7,-2281473.2709765434
1330,2022-08-30,"D-12, Islamabad",14.0,6,7,4967525.009568647
1331,2022-08-31,"D-12, Islamabad",14.0,6,7,18716490.74763672
1332,2022-09-01,"D-12, Islamabad",14.0,6,7,35161634.613758296
1333,2022-09-02,"D-12, Islamabad",14.0,6,7,-3065896.73561807
1334,2022-09-03,"D-12, Islamabad",14.0,6,7,-3262002.470319271
1335,2022-09-04,"D-12, Islamabad",14.0,6,7,-3458107.0884511173
1336,2022-09-05,"D-12, Islamabad",14.0,6,7,-3654214.8036358953
1337,2022-09-06,"D-12, Islamabad",14.0,6,7,3594783.4769032598
1338,2022-09-07,"D-12, Islamabad",14.0,6,7,17343749.21497427
1339,2022-09-08,"D-12, Islamabad",14.0,6,7,33788893.08115879
1340,2022-09-09,"D-12, Islamabad",14.0,6,7,-4438638.268262915
1341,2022-09-10,"D-12, Islamabad",14.0,6,7,-4634744.002969056
1342,2022-09-11,"D-12, Islamabad",14.0,6,7,-4830848.62108133
1343,2022-09-12,"D-12, Islamabad",14.0,6,7,-5026956.3362952545
1344,2022-09-13,"D-12, Islamabad",14.0,6,7,2222041.944322899
1345,2022-09-14,"D-12, Islamabad",14.0,6,7,15971007.682280153
1346,2022-09-15,"D-12, Islamabad",14.0,6,7,32416151.54850489
1347,2022-09-16,"D-12, Islamabad",14.0,6,7,-5811379.800937019
1348,2022-09-17,"D-12, Islamabad",14.0,6,7,-6007485.535585314
1349,2022-09-18,"D-12, Islamabad",14.0,6,7,-6203590.153731935
1350,2022-09-19,"D-12, Islamabad",14.0,6,7,-6399697.868884444
1351,2022-09-20,"D-12, Islamabad",14.0,6,7,849300.4116574824
1352,2022-09-21,"D-12, Islamabad",14.0,6,7,14598266.149645254
1353,2022-09-22,"D-12, Islamabad",14.0,6,7,31043410.01585096
1354,2022-09-23,"D-12, Islamabad",14.0,6,7,-7184121.333596528
1355,2022-09-24,"D-12, Islamabad",14.0,6,7,-7380227.068268664
1356,2022-09-25,"D-12, Islamabad",14.0,6,7,-7576331.686407998
1357,2022-09-26,"D-12, Islamabad",14.0,6,7,-7772439.401592858
1358,2022-09-27,"D-12, Islamabad",14.0,6,7,-523441.1210079193
1359,2022-09-28,"D-12, Islamabad",14.0,6,7,13225524.617010415
1360,2022-09-29,"D-12, Islamabad",14.0,6,7,29670668.483197078
1361,2022-09-30,"D-12, Islamabad",14.0,6,7,-8556862.866154365
1362,2022-10-01,"D-12, Islamabad",14.0,6,7,-8752968.6008849
1363,2022-10-02,"D-12, Islamabad",14.0,6,7,-8949073.21899239
1364,2022-10-03,"D-12, Islamabad",14.0,6,7,-9145180.93420317
1365,2022-10-04,"D-12, Islamabad",14.0,6,7,-1896182.653630793
1366,2022-10-05,"D-12, Islamabad",14.0,6,7,11852783.084288687
1367,2022-10-06,"D-12, Islamabad",14.0,6,7,28297926.950535998
1368,2022-10-07,"D-12, Islamabad",14.0,6,7,-9929604.398813851
1369,2022-10-08,"D-12, Islamabad",14.0,6,7,-10125710.13350115
1370,2022-10-09,"D-12, Islamabad",14.0,6,7,-10321814.751668446
1371,2022-10-10,"D-12, Islamabad",14.0,6,7,-10517922.466862537
1372,2022-10-11,"D-12, Islamabad",14.0,6,7,-3268924.186318636
1373,2022-10-12,"D-12, Islamabad",14.0,6,7,10480041.551681384
1374,2022-10-13,"D-12, Islamabad",14.0,6,7,26925185.417889252
1375,2022-10-14,"D-12, Islamabad",14.0,6,7,-11302345.931487978
1376,2022-10-15,"D-12, Islamabad",14.0,6,7,-11498451.666196637
1377,2022-10-16,"D-12, Islamabad",14.0,6,7,-11694556.284319058
1378,2022-10-17,"D-12, Islamabad",14.0,6,7,-11890663.999521904
1379,2022-10-18,"D-12, Islamabad",14.0,6,7,-4641665.7189415395
1380,2022-10-19,"D-12, Islamabad",14.0,6,7,9107300.019018918
1381,2022-10-20,"D-12, Islamabad",14.0,6,7,25552443.885228172
1382,2022-10-21,"D-12, Islamabad",14.0,6,7,-12675087.464147456
1383,2022-10-22,"D-12, Islamabad",14.0,6,7,-12871193.198812865
